Data_Import_Number__c,Name,Phone,Fax,Website,IRS_Status__c,LegalStatus__c,YearIncorporated__c,Active Status
73495944,Riverside County Probation Department,,951-955-2843,https://rivcoprobation.org/,None or unknown,Government - County,,Active
73495993,Riverside County Public Defender,951-922-7230,,publicdef.co.riverside.ca.us,None or unknown,Government - County,,Active
73495979,Riverside County Regional Parks & Open Space District,,,www.rivcoparks.org,None or unknown,Government - County,,Active
73496001,Riverside County Registrar of Voters,,951-486-7272,www.voteinfo.net,None or unknown,Government - County,,Active
7422814,Riverside County Sheriffs Department,,951-955-2428,www.riversidesheriff.org,None or unknown,Government - County,,Active
73496285,Riverside County Special Education Local Plan Area,,951-490-0376,www.rcselpa.org,None or unknown,Government - County,,Active
73496036,Riverside County Substance Abuse Program,,951-683-4904,https://www.ruhealth.org/behavioral-health/sapt-old,None or unknown,Government - County,,Active
73496305,Riverside County Transportation Commission,,866-743-3742,www.rctc.org/,None or unknown,Government - County,,Active
73496059,Riverside County Workforce Development Board,833-303-4333,951-955-3131,https://rivcoworkforce.org/,None or unknown,Government - County,,Active
73500430,Riverside Free Clinic,,,www.riversidefreeclinic.com,501(c)(3),Nonprofit - Incorporated,2013,Active
73496012,Riverside Housing Development Corporation,,951-341-6514,http://www.rhdcca.org/,None or unknown,Nonprofit - Incorporated,,Active
73496164,Riverside Latino Commission,760-398-9090,760-391-5338,latinocommission.com,501(c)(3),Nonprofit - Incorporated,1991,Active
73496007,Riverside Legal Aid,,951-682-0106,www.riversidecountybar.com,501(c)(3),Nonprofit - Incorporated,1894,Active
73496014,Riverside Life Services,,951-276-2907,www.riversidelifeservices.org,None or unknown,Faith-based,,Active
73496194,Riverside Manor Sober Living,,,www.riversidemanorsoberlivinghomes.com,None or unknown,None or unknown,,Inactive
70076692,Riverside Medical Clinic,,,www.riversidemedicalclinic.com,None or unknown,Private Practice,,Active
93693165,Riverside New Life,,,,None or unknown,None or unknown,,Active
73500454,Riverside Police Officers Association,,951-784-0297,www.rpoa.org,501(c)(3),Nonprofit - Incorporated,1984,Active
73496071,Riverside Public Library,,,www.riversideca.gov/library,None or unknown,Government - City,,Active
93896381,Riverside Recovery Resources,951-684-3744,,https://riversiderecovery.org,501(c)(3),Nonprofit - Incorporated,1992,Active
73496019,Riverside San Bernardino County Indian Health,,951-849-5612,www.rsbcihi.org,None or unknown,Nonprofit - Incorporated,,Active
73500927,Riverside Spanish Seventh Day Adventist Church,951-206-2371,,https://riversidespanishca.adventistchurch.org/,501(c)(3),Faith-based,,Active
73495946,Riverside Superior Court,,,www.riverside.courts.ca.gov,None or unknown,Government - County,,Active
73496018,Riverside Transit Agency,,,www.riversidetransit.com,None or unknown,Government - County,,Active
73496124,Riverside Unified School District,,951-276-1032,http://riversideunified.org/,None or unknown,Government - City,,Active
73902792,Riverside University Health System - Behavioral Health,800-660-3570,,https://www.ruhealth.org/behavioral-health,None or unknown,Government - County,,Active
79379589,Riverside University Health System - Community Health Centers,,,https://ruhealth.org/community-health-centers,None or unknown,Government - County,,Active
73496010,Riverside University Health System - Medical Center,951-486-4313,,https://www.ruhealth.org/,None or unknown,Government - County,1893,Active
73357327,Riverside University Health System - Public Health,,951-358-4529,www.rivcoph.org,None or unknown,Government - County,,Active
70057096,Robert Lopez OB/Gyn,,909-548-6920,https://robertlopezmd.com/services/,None or unknown,Private Practice,,Active
7422919,Rock Church & World Outreach Center,,909-825-8898,https://www.rockchurch.com/get-involved/outreach,501(c)(3),Faith-based,1983,Active
62982216,Rock'n Our Disabilities Foundation,,,www.rocknourdisabilitiesfoundation.org,501(c)(3),Nonprofit - Incorporated,2018,Active
7422287,Rolling Start,909-252-7622,909-890-9517,www.rollingstart.com,501(c)(3),Nonprofit - Incorporated,1977,Active
73502472,Roman Fund,,,www.theromanfund.org/,501(c)(3),Nonprofit - Incorporated,,Active
73496020,Romoland School District,,951-926-2170,https://www.romoland.net/,None or unknown,Government - City,,Active
7422487,Rose of Sharon,,760-243-5015,roseofsharonprc.org,501(c)(3),Nonprofit - Incorporated,1995,Active
73496152,Rubidoux Alana Club,,,https://aainlandempire.org/meetings/rubidoux-alana-club-3,None or unknown,Nonprofit - Incorporated,,Active
93972595,Run 2 Rescue,,,https://r2rus.org/,501(c)(3),Faith-based,2013,Active
7422567,Running Springs Assembly of God,,,www.runningspringsaog.com,501(c)(3),Faith-based,,Active
7422731,Running Springs Branch Library,,,www.sbclib.org/librarylocations/runningspringsbranchlibrary.aspx,None or unknown,Government - County,,Inactive
7422462,Running Springs Fire Department,,909-867-5456,www.runningspringsfd.org,None or unknown,Government - City,,Active
53793493,Rx Outreach,,800-875-6591,www.rxoutreach.org,501(c)(3),Nonprofit - Incorporated,2010,Active
73496157,RxHope,,,https://www.rxhope.com/,None or unknown,Nonprofit - Incorporated,,Active
73496156,Rxless,,,https://www.rxless.com,Commercial,Commercial,,Active
7422289,SAC Health,,909-382-7101,www.sachealthsystem.org,501(c)(3),Nonprofit - Incorporated,,Active
73496023,Sacred Heart Catholic Church,,,www.sacredheartjurupavalley.org/,501(c)(3),Faith-based,,Active
73496099,SAFE Family Justice Centers,760-863-8363,951-587-3902,www.safefjc.org,501(c)(3),Nonprofit - Incorporated,,Active
15015426,Sahaba Initiative,,,www.sahabainitiative.org,501(c)(3),Nonprofit - Incorporated,,Active
69555117,Saint Anthony's Church,,,https://www.sbdiocese.org/parishes/parish.cfm?id=17285,None or unknown,Faith-based,,Inactive
73496035,Saint Frances of Rome Catholic Church,,951-674-6443,www.sfrome.com,None or unknown,Faith-based,,Active
73496111,Saint Kateri Tekakwitha Catholic Community,,,http://www.stkateritekakwitha.org/,None or unknown,Faith-based,,Active
7422552,Saint Mary Neighborhood Health,760-961-6555,,https://www.providence.org/,501(c)(3),Commercial,,Active
69489209,Saint Vincent de Paul Society,,,https://www.facebook.com/StVincentDePaulOfNeedlesCa/,501(c)(3),Faith-based,,Active
70742913,Sakura Therapy Center,,,https://www.sakuratherapycenter.com/,None or unknown,Private Practice,,Active
7422291,Salem Christian Homes,,909-614-0595,www.salemchristianhomes.org,501(c)(3),Nonprofit - Incorporated,1961,Active
73496024,Salvation Army Southern California,800-728-7825,,www.salvationarmyusa.org,501(c)(3),Faith-based,1921,Active
7422297,Samaritan Counseling Center,,909-985-7193,www.samaritancares.org,501(c)(3),Nonprofit - Incorporated,,Active
7422118,Samaritans Purse,,828-266-1053,www.samaritanspurse.org,501(c)(3),Nonprofit - Incorporated,1981,Active
32555104,SAMHSA,,,www.samhsa.gov,None or unknown,Government - Federal,,Active
7422522,San Antonio Regional Hospital,,,www.sarh.org,501(c)(3),Commercial,,Active
7422745,San Benrardino County Office of Emergency Services,,,https://oes.sbcounty.gov/,None or unknown,Government - County,,Active
7422435,San Bernardino City Unified School District,,,https://www.sbcusd.com/,None or unknown,Government - City,,Active
23412439,San Bernardino Community Church,,,https://www.wearesbcc.org/,None or unknown,Faith-based,,Active
53793613,San Bernardino Community College District,,,www.sbccd.org,501(c)(3),Government - City,,Active
52722154,San Bernardino Community SDA Church,,909-883-2455,https://sbcsdachurch.org/,501(c)(3),Faith-based,,Active
24225836,San Bernardino Community Service Center,,909-888-4218,www.sbcscinc.org,501(c)(3),Nonprofit - Incorporated,2001,Active
7422206,San Bernardino County Bar Association,,,www.sbcba.org,501(c)(3),Nonprofit - Incorporated,1875,Active
7422306,San Bernardino County Children and Family Services,,909-388-0233,hs.sbcounty.gov,501(c)(3),Government - County,,Active
7422903,San Bernardino County Coroner,760-956-5001,909-387-2989,https://wp.sbcounty.gov/sheriff/divisions/coroner/,None or unknown,Government - County,,Active
7422301,San Bernardino County Department of Aging and Adult Services,,,https://hss.sbcounty.gov/daas/,None or unknown,Government - County,,Active
7422304,San Bernardino County Department of Behavioral Health,,,www.sbcounty.gov/dbh,None or unknown,Government - County,,Active
7422578,San Bernardino County Department of Child Support Services,,,sbchildsupport.com,None or unknown,Government - County,,Active
7422501,San Bernardino County Department of Community Development and Housing,,,,None or unknown,Government - County,,Active
7422302,San Bernardino County Department of Public Health,800-442-2283,,wp.sbcounty.gov/dph,None or unknown,Government - County,,Active
7422931,San Bernardino County Department of Public Works,,909-387-7911,www.sbcounty.gov/dpw,None or unknown,Government - County,,Active
7422498,San Bernardino County Department of Veterans Affairs,909-948-6470,909-382-3289,https://va.sbcounty.gov/,None or unknown,Government - County,,Active
7422401,San Bernardino County District Attorney,,909-382-7674,www.sbcountyda.org,None or unknown,Government - County,,Active
78349088,San Bernardino County Economic Development Department,,,https://www.selectsbcounty.com/,None or unknown,Government - County,,Inactive
7422456,San Bernardino County Fire Protection District,,909-387-5542,www.sbcfire.org,None or unknown,Government - County,,Active
7422715,San Bernardino County Land Use Services Department,,,www.cms.sbcounty.gov/lus/Home.aspx,None or unknown,Government - County,,Active
7422405,San Bernardino County Library,,,www.sbcounty.gov/library,None or unknown,Government - County,,Active
7422792,San Bernardino County Museum,,909-307-0539,www.sbcounty.gov/museum,501(c)(3),Nonprofit - Incorporated,,Active
7422821,San Bernardino County Office Of Homeless Services,,909-501-0622,https://sbchp.sbcounty.gov/,None or unknown,Government - County,,Inactive
7422610,San Bernardino County Office Of The Assessor-Recorder-County Clerk,,,arc.sbcounty.gov,None or unknown,Government - County,,Active
7422508,San Bernardino County Probation Department,,909-387-5600,www.sbcounty.gov/probation,None or unknown,Government - County,,Active
7422499,San Bernardino County Public Authority,909-927-4177,909-927-4176,hss.sbcounty.gov/pa/,None or unknown,Government - County,,Active
7422581,San Bernardino County Public Defender,,909-382-3965,https://pd.sbcounty.gov/,None or unknown,Government - County,,Active
7422511,San Bernardino County Registrar of Voters,,909-387-2022,https://sbcountyelections.com/elections/2022/1108/,None or unknown,Government - County,,Active
7422043,San Bernardino County Sheriffs Department,909-387-8313,,www.sbcounty.gov/sheriff/index.asp,None or unknown,Government - County,,Active
7422625,San Bernardino County Special Districts,,,https://specialdistricts.sbcounty.gov/,None or unknown,Special District,,Active
7422300,San Bernardino County Superintendent of Schools,,,www.sbcss.k12.ca.us,None or unknown,Government - County,,Active
7422305,San Bernardino County Transitional Assistance Department,,909-890-0515,wp.sbcounty.gov/tad/,None or unknown,Government - County,,Active
7422943,San Bernardino County Transportation Authority,,909-885-4407,www.gosbcta.com,None or unknown,Government - County,,Active
46438137,San Bernardino Fatherhood,,909-864-2167,www.sbfatherhood.com,501(c)(3),Nonprofit - Incorporated,2016,Active
7422947,San Bernardino National Forest Association,,,www.fs.usda.gov/main/sbnf/home,501(c)(3),Nonprofit - Incorporated,,Active
70056873,"San Bernardino Obstetrician - Gynecologist, Chang Lee M.D.",,909-475-5255,http://www.leesotomedical.com,None or unknown,Private Practice,,Active
7422988,San Bernardino Railroad Historical Society,,,www.sbrhs.org,501(c)(3),Nonprofit - Incorporated,,Active
24417798,San Bernardino Valley College,909-384-4443,909-889-7821,www.valleycollege.edu/dsps,501(c)(3),Nonprofit - Incorporated,1973,Active
80290889,San Diego Brain Injury Foundation,,,https://sdbif.org/,None or unknown,Nonprofit - Incorporated,,Active
70080777,San Gorgonio Memorial Hospital,951-769-2113,951-845-2836,San Gorgonio Memorial Hospital,None or unknown,Commercial,,Active
73496346,San Jacinto Assembly of God,,,https://sjag.org/,Registered charity,Faith-based,1939,Active
73496026,San Jacinto Unified School District,,951-658-3574,http://www.sanjacinto.k12.ca.us/,None or unknown,Special District,,Active
9789575,San Joaquin Valley College,,909-786-0639,www.sjvc.edu/,None or unknown,Government - State,,Active
76514302,Sanctuary Church,,,www.stwcconline.org,501(c)(3),Faith-based,,Active
67436155,Sandals Church - San Bernardino,,,sandalschurch.com/locations/sanbernardino/,501(c)(3),Faith-based,,Inactive
73501205,Sanofi,,,http://www.sanofi.us,None or unknown,Membership,,Active
54327595,Santa Claus Incorporated of Greater San Bernardino,,,www.santaclausinc.com,501(c)(3),Nonprofit - Incorporated,2012,Active
14833313,Save the Children,,,www.savethechildren.org,501(c)(3),Nonprofit - Incorporated,1964,Active
12359769,Saving Grace Homes,,,www.savinggracehomes.com,Commercial,Faith-based,2011,Active
73500619,School on Wheels,,,www.schoolonwheels.org,501(c)(3),Nonprofit - Incorporated,1993,Active
73500317,Science Care,,866-847-1647,www.sciencecare.com,Commercial,Commercial,2000,Inactive
73496193,SCORE Coachella Valley,,760-773-6514,https://coachellavalley.score.org/,501(c)(3),Nonprofit - Incorporated,2017,Active
73496145,Seasons at La Quinta,,760-771-1096,https://www.linchousing.org/communities/seasons-at-la-quinta,501(c)(3),Nonprofit - Incorporated,,Active
54871480,Self Determination Initiative,,,,501(c)(3),Nonprofit - Incorporated,2003,Active
73500305,Senior Advocates of the Desert,,,www.saotd.org,501(c)(3),Nonprofit - Incorporated,,Active
73496290,Sensible Senior Homecare,,,www.sensibleseniorhomecare.com,Commercial,Commercial,1998,Active
13089417,Serene Pathways Counseling,,909-591-5094,www.serenepathways.com,Commercial,Private Practice,,Active
73496027,Serenity Club,,,http://www.coronaserenityclub.org/,None or unknown,Nonprofit - Incorporated,,Active
90207258,Serenity Cottages of the Desert,,,https://www.serenitycottagesotd.com/,Commercial,Commercial,,Active
12477919,Service Center for Independent Life,,909-445-0727,www.scil-ilc.org,501(c)(3),Nonprofit - Incorporated,1981,Active
73496022,Service Employees International Union,,,www.seiu721.org/division/inland-area,None or unknown,Membership,,Active
73496182,Set Free Christian Fellowship of Riverside,951-680-9868,,https://www.setfreehardin.org/locations,501(c)(3),Faith-based,2003,Active
7422928,Sexaholics Anonymous Inland Empire,,,https://saiecv.org,501(c)(3),Nonprofit - Incorporated,1996,Active
93982118,Shaken Baby Alliance,,,https://shakenbaby.org/,501(c)(3),Nonprofit - Incorporated,1998,Active
73496325,Shella Care Management Services,,,www.shellacare.com,501(c)(3),Nonprofit - Incorporated,2005,Active
73496029,Shelter From the Storm,,760-674-0440,www.shelterfromthestorm.com,501(c)(3),Nonprofit - Incorporated,1988,Active
73496030,Sherman Indian High School,951-276-6325  x 390  or x 382,951-276-6336,sihs.bie.edu,None or unknown,Government - City,,Active
48513677,Shield Healthcare,800-228-7150,909-512-9288,www.shieldhealthcare.com,None or unknown,Nonprofit - Incorporated,1957,Active
7422314,Shoes That Fit,,909-482-0085,https://www.shoesthatfit.org/,501(c)(3),Nonprofit - Incorporated,1992,Inactive
70933129,Showers Of Blessings Faith City Worship Center,,,https://www.sbfaithcity.org/,501(c)(3),Faith-based,,Active
7422672,Shriners Children's Southern California,,,www.shrinerschildrens.org,501(c)(3),Nonprofit - Incorporated,,Active
7422687,Sickle Cell Disease Foundation,,909-743-5227,www.scdfc.org,501(c)(3),Nonprofit - Incorporated,1957,Active
73500760,Sigil Social Foundation,,951-346-3000,www.sigilsocial.org,None or unknown,Nonprofit - Incorporated,,Inactive
73503051,Sikh Temple Riverside,,,www.riversidegurdwara.com,None or unknown,Faith-based,,Active
7422436,Silver Valley Unified School District,,760-254-2091,www.svusdk12.net,501(c)(3),Special District,,Active
74768198,Simple Solutions Psychotherapy,,909-527-3467,simplepsychotherapy.com,None or unknown,Nonprofit - Incorporated,,Active
73500898,Simplefill,208-620-5454 x 1,866-807-2705,www.simplefill.com,Commercial,Membership,2009,Active
40607170,Sisters of Soul Youth and Family,,909-533-4191,www.sosyouthandfamily.com,501(c)(3),Nonprofit - Incorporated,1998,Active
70054705,SJ Clinic Urgent Care,,,www.sjmedicalgroup.com,Commercial,Commercial,,Active
73502485,Smile Unto Him,,951-977-9356,www.smileuntohim.org,501(c)(3),Nonprofit - Incorporated,05/01/2015,Active
73496217,Smiles for Seniors Foundation,,,smiles4seniors.org,501(c)(3),Nonprofit - Incorporated,2007,Active
7422378,Snowline Joint Unified School District,,,www.snowlineschools.com,None or unknown,Government - City,,Active
7422743,Sober Living Network,,,www.soberhousing.net,501(c)(3),Nonprofit - Incorporated,1995,Active
73496308,Soboba Tribal TANF,,951-300-1047,http://sobobatanf.org,None or unknown,Tribal,2005,Active
73502469,SoCal Family Support Services,,,www.socalfss.org/,501(c)(3),Nonprofit - Incorporated,2018,Active
93955109,Social Model Recovery Systems,,626-974-4164,https://socialmodelrecovery.org/,501(c)(3),Nonprofit - Incorporated,1987,Active
73503197,Social Resources Connection,951-525-0865,951-346-4117,www.srcpro.org,Commercial,Nonprofit - Incorporated,2002,Active
7422170,Social Security Administration,,,www.ssa.gov,None or unknown,Government - Federal,,Active
73502095,Social Work Action Group,,,https://www.theswag.org/home,501(c)(3),Nonprofit - Incorporated,,Active
73502383,Soldier Strong,203-832-2005,,www.soldierstrong.org,501(c)(3),Nonprofit - Incorporated,2013,Active
73502454,Solid Ground Wellness,,,https://solidgroundwellness.com,None or unknown,Commercial,,Active
73496033,Soroptimist House of Hope,,760-329-7311,www.recoveryhouseofhope.org,501(c)(3),Nonprofit - Incorporated,1981,Active
7422994,South Coast Air Quality Management,,,www.aqmd.gov,None or unknown,Special District,1986,Active
7422935,South Coast Community Services,,,www.sccs4kids.org,501(c)(3),Nonprofit - Incorporated,1984,Active
7422476,Southern California Edison,800-950-2356,,www.sce.com,Commercial,Commercial,,Active
68869705,Southern California Emergency Medicine Urgent Care Centers,,,http://www.yucaipaurgentcare.com/,None or unknown,Commercial,,Active
7422409,Southern California Gas Company,,,www.socalgas.com,None or unknown,Commercial,,Active
58325977,Southern California Service Corp,,,www.ivvrc.com,501(c)(3),Nonprofit - Incorporated,1978,Active
73496304,Southern Coachella Valley Community Services District,,,www.scvcsd.org,None or unknown,Special District,1986,Active
94001906,Southwest Church,,,https://southwestchurch.com/,501(c)(3),Faith-based,1965,Active
73495999,Southwest Healthcare System,,,www.swhealthcaresystem.com,None or unknown,Nonprofit - Incorporated,,Active
51265282,Sowing Seeds for Life,,909-392-0277,www.sowingseedsforlife.org,501(c)(3),Nonprofit - Incorporated,2007,Active
7422831,Special Angels Group Facilities,,,,501(c)(3),Nonprofit - Incorporated,,Active
73496096,Special Olympics Southern California Inland Empire Region,,,https://sosc.org/region3/,501(c)(3),Nonprofit - Incorporated,,Active
73501819,Spectrum Communications,,,www.spectruminternetassist.com,None or unknown,Membership,,Active
70946011,Squash 4 Friends,,,https://www.facebook.com/squash4friends2/,None or unknown,Nonprofit - Incorporated,,Active
55711419,St Anne's - Transitional Home for Soldiers,,,,501(c)(3),Nonprofit - Incorporated,2005,Active
69356031,St Anne's - The Mountains Catholic,,,,None or unknown,Faith-based,,Active
7422551,St Bernardine Medical Center,,,www.stbernardinemedicalcenter.org,501(c)(3),Commercial,,Active
73496034,St Christopher's Church,,951-247-6477,www.stchristophermv.org,None or unknown,Faith-based,,Active
73496219,St Edward's Catholic Church,,,https://www.stedward-corona.com/copy-of-parish-ministry-1,None or unknown,Faith-based,,Active
69425510,St Elizabeth Of Hungary Catholic Church,,,https://www.stelizabethdhs.org/index.html,None or unknown,Faith-based,,Active
76494409,St George Catholic Church,,909-877-6531,https://sbdiocese.wixsite.com/stgeorgefontana/contact,None or unknown,Faith-based,,Active
73501834,St James the Less Catholic Church,,,www.stjamesthelessperris.com,501(c)(3),Faith-based,N/A,Active
91006945,St John's Community Health,,,https://sjch.org/sb/,None or unknown,None or unknown,,Active
7422529,St John's Community Success Center,,909-889-8366,www.stjohnsweb.org,501(c)(3),Faith-based,2003,Active
76457349,St Joseph the Worker Church,,909-796-0755,www.stjosephlomalinda.org,None or unknown,Faith-based,,Active
69355609,St Joseph's Catholic Church,,,www.saintjosephbb.com,None or unknown,Faith-based,,Active
69412892,St Louis Catholic Church,,,stlouischurchcathedralcity.org,None or unknown,Faith-based,,Active
73500653,St Margaret's Episcopal Church,,760-341-1212,www.stmargarets.org,501(c)(3),Faith-based,1967,Active
73495844,St Marthas Community Food Pantry of Murrieta,951-677-0078,,http://communityoutreachofmurrieta.com/food-pantry/,501(c)(3),Faith-based,1992,Active
73496079,St Mel's Food Pantry,,951-735-8332,http://www.stmelnorco.org,501(c)(3),Faith-based,,Active
73496345,St Michael's Episcopal Church,,,www.stmichaelsriverside.org,501(c)(3),Faith-based,2011,Active
15367517,St Paul African Methodist Episcopal Church,,,https://stpaulamechurchsbc.org/,501(c)(3),Faith-based,,Active
69317555,St Theresa Catholic Church,,,https://www.sttheresaps.com/,None or unknown,Faith-based,,Active
94001982,St. Christopher Adult Day Healthcare Center,,,,Commercial,None or unknown,,Active
73502199,Staffing Network,,,www.staffingnetwork.com,None or unknown,Commercial,,Active
66367769,Starting Over,,,www.startingoverinc.org,501(c)(3),Nonprofit - Incorporated,2010,Active
13996869,State Council on Developmental Disabilities - San Bernardino,,909-890-1635,www.scdd.ca.gov,None or unknown,Government - State,,Active
73496329,Steinway Society of Riverside County,,,www.steinwayriverside.org,None or unknown,Nonprofit - Incorporated,2005,Active
7422278,Stephan Center,,,www.thestephancenter.org,501(c)(3),Nonprofit - Incorporated,,Active
20337927,Steps 4 Life Community Services,,909-792-0580,www.steps4lifetoday.org,501(c)(3),Nonprofit - Incorporated,2011,Active
73496142,Strong Foundations Learning Center,,760-343-2725,www.strongfoundationslearningcenter.org,501(c)(3),Nonprofit - Incorporated,,Active
70081886,StrongHearts Native Helpline,,,www.strongheartshelpline.org,None or unknown,Nonprofit - Incorporated,,Active
7422109,Student Conservation Association,703-524-2441,,www.thesca.org,None or unknown,Nonprofit - Incorporated,,Active
94031472,StudentNest,,,https://www.studentnest.com,501(c)(3),Nonprofit - Incorporated,2022,Active
94119624,Sublime MD & Advanced Dermatology & Laser Center,909-792-8600,,https://sublimemd.com/,Commercial,Private Practice,2008,Active
91381083,Substance Control Medical Management,951-252-2667,,https://scmmtesting.com/locations.html,Commercial,Commercial,,Active
94137801,Success Stories,,,https://www.successstoriesprogram.org/,501(c)(3),Nonprofit - Incorporated,2019,Active
87377684,Summit Christian Fellowship,,,https://www.summitchristianfellowship.org/,501(c)(3),Faith-based,,Active
73496037,Sunline Transit Agency,,760-343-2634,www.sunline.org,None or unknown,Government - County,,Active
76476948,Sunrise Church,760-241-0168,,www.sunrisechurch.org,None or unknown,Faith-based,,Active
7422509,"Superior Court of California, County of San Bernardino",,,www.sb-court.org,None or unknown,Government - County,,Active
86239807,Support Sisterz,,,https://www.supportsisterz.org/,501(c)(3),Nonprofit - Unincorporated,2016,Active
17183553,Support The Enlisted Project,714-444-0075,,www.teamstepusa.org,501(c)(3),Nonprofit - Incorporated,,Active
81946911,Supporting the Dream,,,http://supporting-the-dream.ueniweb.com/#header,501(c)(3),Nonprofit - Incorporated,,Inactive
73496103,Sure Helpline Center,,760-352-7875,https://surehelplinecrisis.wixsite.com/surehelplinecenter,None or unknown,Nonprofit - Incorporated,,Active
73495829,Survivors of Suicide Loss,,,www.soslsd.org,None or unknown,Nonprofit - Incorporated,,Active
7422966,Susan G Komen - Inland Empire,,,www.komenie.org,501(c)(3),Nonprofit - Incorporated,,Active
70057185,Susan R Tan Obstetrics and Gynecology,,760-255-3980,https://dr-susan-r-tan-md.business.site,None or unknown,Private Practice,,Active
69540541,Sword of Grace Christian Center,,,https://www.facebook.com/swordofgracechristiancenter,None or unknown,Faith-based,,Active
71544127,Symba Center,,,www.symbacenter.org,None or unknown,Nonprofit - Incorporated,,Active
73502465,Sync Staffing Services,,858-810-0141,www.syncstaffingservices.com,None or unknown,Commercial,,Active
73496039,Take Off Pounds Sensibly,,,www.tops.org,501(c)(3),Membership,,Active
73496122,TASK,,714-533-2533,www.taskca.org,501(c)(3),Nonprofit - Incorporated,,Active
74097934,Tayba Foundation,,,https://www.taybafoundation.org/,501(c)(3),Nonprofit - Incorporated,,Inactive
15324634,Technical Employment Training,,909-382-4242,www.technicalemploy.org,501(c)(3),Nonprofit - Incorporated,,Active
7422173,Teen Challenge of Southern California,,951-682-3754,www.teenchallenge.org,501(c)(3),Nonprofit - Incorporated,,Active
70776695,Teen Focus,,,teenfocus.org,None or unknown,Nonprofit - Incorporated,,Active
24474919,Telacu Senior Apartments,,323-724-3372,https://telacu.com/contact-us/,None or unknown,Nonprofit - Incorporated,,Active
59282253,Telecare,,909-203-7693,www.telecarecorp.com,Commercial,Government - County,1965,Active
73496209,Temecula 24 Hour Urgent Care,,951-506-0992,www.temecula24hoururgentcare.com,None or unknown,Private Practice,2007,Active
73496041,Temecula Chamber of Commerce,,,www.temecula.org,Registered charity,Nonprofit - Incorporated,1984,Active
73496042,Temecula Valley Unified School District,,951-695-7121,www.tvusd.k12.ca.us,None or unknown,Government - City,,Active
73496073,Temecula Valley Woman's Club,,,www.tvwc.com,501(c)(3),Membership,,Active
73500805,Temecula Veterans Center,,951-296-0598,www.vetcenter.va.gov,None or unknown,Government - Federal,1973,Active
73496043,Temple Beth El Child Development Center,,951-682-9459,https://templebethelcdc.com/,501(c)(3),Faith-based,1965,Active
7423009,Temple Missionary Baptist Church,,,www.templemissionarybaptistchurch.org,501(c)(3),Faith-based,,Inactive
73502137,Tessie Cleveland Community Services Corporation,323-586-7333,951-394-7426,www.tccsc.org,None or unknown,Nonprofit - Incorporated,,Active
91181581,The Exception,,,https://www.theexceptionorg.com/,501(c)(3),Nonprofit - Incorporated,2019,Active
73496112,The MomCo,,303-733-5770,www.mops.org,501(c)(3),Nonprofit - Incorporated,,Active
73496028,The Sheepfold,,714-237-1440,www.thesheepfold.org,501(c)(3),Faith-based,1979,Active
90738307,The Village Family Services,,,https://thevillagefs.org/,501(c)(3),Nonprofit - Incorporated,,Active
73501911,TheKey - Formerly Home Care Assistance,,,https://thekey.com/locations/california/the-inland-empire,Commercial,Commercial,2015,Active
73496031,Therapeutic Horsemanship Equestrian Center,,,http://www.thecenterranch.org,None or unknown,Nonprofit - Incorporated,,Active
30256910,THINK Together,,,www.thinktogether.org,501(c)(3),Nonprofit - Incorporated,1998,Active
73502230,Thomas Family WeeCare,,,https://weecare.co/daycare/thomass-weecare-50770?utm_source=fbl&utm_medium=organic&utm_campaign=fbl-listing&fbclid=IwAR15T5_-mdrr70IjfhJ2UeU6nnuSh-o1_AwhXxbS0hRwCz65Bdp4nl1jIlo,None or unknown,Nonprofit - Incorporated,,Active
73496046,Thousand Palms Chamber of Commerce,,760-343-1988,https://www.facebook.com/thousandpalmschamber/,None or unknown,Membership,,Active
7422599,Time for Change Foundation,,909-886-0218,www.timeforchangefoundation.org,501(c)(3),Nonprofit - Incorporated,,Active
74079154,TMobile Project 10 Million,,,https://www.t-mobile.com/brand/project-10-million,Commercial,Commercial,,Active
49492100,TODEC Legal Center,,951-943-2395,www.todec.org,None or unknown,Nonprofit - Incorporated,,Active
73496180,Torres Martinez Tribal TANF,,,http://www.torresmartinez.org/tanf/,None or unknown,Tribal,2001,Active
70037213,Total Care Family Medical Center,,951-674-1403,totalcarefamily.com,Commercial,Private Practice,,Inactive
7422583,Totally Kids Rehabilitation Hospital,,,www.totallykids.com,501(c)(3),Nonprofit - Incorporated,,Active
7422561,Town of Apple Valley,,,www.applevalley.org,501(c)(3),Government - Town,,Active
7422644,Town of Yucca Valley,,,www.yucca-valley.org,None or unknown,Government - City,,Active
7422513,Toys for Tots,,,www.toysfortots.org,501(c)(3),Nonprofit - Incorporated,1991,Inactive
73503234,Transgender Health and Wellness Center,,760-818-8025,www.trans.health,501(c)(3),Nonprofit - Incorporated,2018,Active
73496104,Transitions - Mental Health Association,,805-540-6501,www.t-mha.org,501(c)(3),Nonprofit - Incorporated,1954,Active
75667611,Trauma & Healing Foundation,,888-788-0994,traumahealingfoundation.com,None or unknown,Nonprofit - Incorporated,,Inactive
7422331,Travelers Aid of the Inland Empire,,,https://www.facebook.com/taieont/,501(c)(3),Nonprofit - Incorporated,1984,Inactive
67434947,Tri State Community Healthcare,760-530-9944,928-768-9334,www.tristateclinics.org,501(c)(3),Nonprofit - Incorporated,2014,Active
73496159,Tricare,,,www.tricare.mil,None or unknown,Government - Federal,,Active
